,Platform,Genre,Publisher,Rating,Year_of_Release,Critic_Score,BINARY_Hits
3051,GC,Racing,Nintendo,T,2003.0,89.0,0.0
3052,PS2,Platform,Over 50 Under 150 Publisher,E10+,2005.0,60.0,0.0
3053,X360,Misc,Over 50 Under 150 Publisher,T,2008.0,76.0,0.0
3054,GBA,Platform,Nintendo,E,2004.0,60.0,0.0
3055,PS2,Racing,Ubisoft,T,2002.0,47.0,0.0
3057,PS3,Sports,Electronic Arts,E,2008.0,82.0,0.0
3059,PSV,Fighting,Over 50 Under 150 Publisher,M,2012.0,85.0,0.0
3061,X360,Sports,Electronic Arts,E,2008.0,84.0,0.0
3062,GBA,Strategy,Nintendo,E,2003.0,89.0,0.0
3063,DS,Platform,Nintendo,E10+,2007.0,60.0,0.0
3065,Wii,Role-Playing,Nintendo,T,2011.0,80.0,0.0
3066,PS2,Role-Playing,Over 50 Under 150 Publisher,M,2003.0,63.0,0.0
3069,PS2,Role-Playing,Under 50 Games Publisher,T,2005.0,77.0,0.0
3070,PS2,Action,Electronic Arts,E10+,2005.0,68.0,0.0
3074,PSP,Racing,THQ,E,2007.0,59.0,0.0
3076,X360,Sports,Electronic Arts,E,2009.0,80.0,0.0
3077,Wii,Action,Activision,T,2008.0,54.0,0.0
3079,PSP,Platform,THQ,E,2008.0,64.0,0.0
3080,PC,Simulation,Under 50 Games Publisher,E,2016.0,64.0,1.0
3084,PSV,Shooter,Take-Two Interactive,M,2014.0,64.0,0.0
3086,GBA,Platform,Over 50 Under 150 Publisher,E,2004.0,67.0,0.0
3087,PC,Action,Ubisoft,M,2013.0,84.0,0.0
3088,Wii,Racing,Electronic Arts,T,2008.0,54.0,0.0
3089,PS2,Platform,Over 50 Under 150 Publisher,E,2004.0,60.0,0.0
3090,PS2,Platform,Over 50 Under 150 Publisher,E,2004.0,64.0,0.0
3091,WiiU,Action,Over 50 Under 150 Publisher,E10+,2014.0,68.0,0.0
3092,XB,Shooter,Take-Two Interactive,M,2003.0,84.0,0.0
3094,DS,Puzzle,THQ,E,2009.0,72.0,0.0
3095,PS2,Shooter,Electronic Arts,T,2004.0,60.0,0.0
3096,X360,Sports,Take-Two Interactive,T,2014.0,50.0,0.0
3098,PSP,Role-Playing,Over 50 Under 150 Publisher,T,2007.0,74.0,0.0
3099,XB,Shooter,Electronic Arts,T,2004.0,83.0,0.0
3100,PS2,Platform,Activision,T,2003.0,58.0,0.0
3101,XB,Sports,Electronic Arts,E,2005.0,79.0,0.0
3106,3DS,Platform,Ubisoft,E,2011.0,61.0,0.0
3107,PC,Sports,Sega,E,2013.0,85.0,0.0
3109,XB,Shooter,Over 50 Under 150 Publisher,T,2002.0,88.0,0.0
3110,PS2,Action,Capcom,M,2006.0,81.0,0.0
3111,PS3,Action,Capcom,T,2010.0,61.0,0.0
3112,X360,Racing,THQ,T,2007.0,75.0,0.0
3113,Wii,Action,Under 5 Games Publisher,E10+,2009.0,67.0,0.0
3114,PS4,Action,Over 50 Under 150 Publisher,M,2016.0,88.0,1.0
3117,GBA,Misc,Konami Digital Entertainment,E,2002.0,78.0,0.0
3118,XOne,Racing,Ubisoft,T,2014.0,64.0,0.0
3119,X360,Fighting,Namco Bandai Games,T,2010.0,57.0,0.0
3123,PS3,Sports,Electronic Arts,E10+,2012.0,84.0,0.0
3124,PS3,Fighting,Over 50 Under 150 Publisher,M,2012.0,74.0,0.0
3125,XOne,Shooter,Take-Two Interactive,M,2015.0,74.0,0.0
3126,PS2,Platform,Activision,E,2004.0,63.0,0.0
3127,PS3,Shooter,Capcom,T,2008.0,67.0,0.0
3128,PS2,Role-Playing,Activision,T,2005.0,82.0,0.0
3131,PS2,Misc,Sony Computer Entertainment,T,2009.0,73.0,0.0
3132,X360,Action,Over 50 Under 150 Publisher,E10+,2006.0,81.0,0.0
3135,Wii,Misc,Under 50 Games Publisher,T,2010.0,91.0,0.0
3136,PC,Action,Electronic Arts,M,2011.0,82.0,0.0
3137,XB,Sports,Activision,T,2001.0,78.0,0.0
3138,PS3,Sports,Electronic Arts,E,2007.0,73.0,0.0
3140,XB,Sports,Electronic Arts,E,2002.0,88.0,0.0
3142,X360,Action,Electronic Arts,T,2009.0,55.0,0.0
3143,PC,Shooter,Ubisoft,M,2014.0,80.0,0.0
3144,PS2,Racing,Electronic Arts,E,2005.0,78.0,0.0
3148,PSP,Action,Sega,T,2008.0,44.0,0.0
3149,PS3,Role-Playing,Sony Computer Entertainment,T,2010.0,60.0,0.0
3151,X360,Racing,THQ,T,2007.0,68.0,0.0
3152,PS3,Shooter,Activision,M,2009.0,71.0,0.0
3153,X360,Shooter,Activision,M,2013.0,32.0,0.0
3154,PC,Simulation,Electronic Arts,T,2011.0,70.0,0.0
3155,PS2,Platform,Sony Computer Entertainment,E,2002.0,82.0,0.0
3158,PS3,Racing,Sega,E,2007.0,75.0,0.0
3159,PS2,Role-Playing,Over 50 Under 150 Publisher,M,2007.0,89.0,0.0
3160,PS2,Sports,Electronic Arts,E,2001.0,82.0,0.0
3161,3DS,Action,Activision,E,2012.0,62.0,0.0
3163,X360,Action,Sega,M,2008.0,80.0,0.0
3164,PS2,Action,Capcom,T,2006.0,93.0,0.0
3165,PSP,Role-Playing,Under 50 Games Publisher,M,2009.0,89.0,0.0
3167,PS,Sports,Electronic Arts,E,2000.0,88.0,0.0
3168,PC,Shooter,Electronic Arts,M,2013.0,76.0,0.0
3169,PS,Platform,Activision,E,2000.0,54.0,0.0
3170,PS4,Sports,Electronic Arts,E10+,2015.0,78.0,0.0
3171,GC,Misc,Namco Bandai Games,E,2002.0,62.0,0.0
3174,PS3,Sports,Activision,T,2006.0,76.0,0.0
3175,X360,Action,Atari,T,2009.0,79.0,0.0
3176,X360,Strategy,Take-Two Interactive,M,2012.0,90.0,0.0
3179,XB,Sports,Activision,T,2005.0,77.0,0.0
3181,PS2,Role-Playing,Ubisoft,T,2002.0,78.0,0.0
3184,GC,Sports,Electronic Arts,E,2006.0,82.0,0.0
3187,XB,Sports,Electronic Arts,E,2003.0,89.0,0.0
3188,PS2,Platform,THQ,E,2004.0,71.0,0.0
3189,PS3,Misc,Ubisoft,E10+,2011.0,75.0,0.0
3190,3DS,Action,Over 50 Under 150 Publisher,E10+,2011.0,71.0,0.0
3191,Wii,Racing,Nintendo,E,2007.0,46.0,0.0
3194,GC,Action,Capcom,T,2003.0,93.0,0.0
3195,GBA,Simulation,Electronic Arts,E,2004.0,72.0,0.0
3197,PS3,Misc,Activision,T,2009.0,86.0,0.0
3199,PS2,Sports,Under 50 Games Publisher,E,2004.0,48.0,0.0
3201,Wii,Shooter,Ubisoft,T,2010.0,80.0,0.0
3203,PS2,Racing,Over 50 Under 150 Publisher,T,2004.0,68.0,0.0
3204,XOne,Action,Take-Two Interactive,M,2016.0,67.0,1.0
3210,X360,Action,Ubisoft,T,2010.0,74.0,0.0
3211,PS3,Action,Under 50 Games Publisher,T,2011.0,70.0,0.0
3213,Wii,Misc,Activision,T,2010.0,88.0,0.0
3218,X360,Sports,Electronic Arts,E,2011.0,80.0,0.0
3220,X360,Platform,THQ,E,2008.0,50.0,0.0
3223,DS,Action,Electronic Arts,E,2009.0,48.0,0.0
3224,PS3,Role-Playing,Over 50 Under 150 Publisher,M,2010.0,68.0,0.0
3225,PS3,Sports,Electronic Arts,E,2014.0,73.0,0.0
3227,PS3,Sports,Take-Two Interactive,E,2008.0,82.0,0.0
3230,XB,Sports,Over 50 Under 150 Publisher,E,2002.0,72.0,0.0
3231,PS2,Action,Over 50 Under 150 Publisher,T,2006.0,58.0,0.0
3232,PS3,Shooter,Over 50 Under 150 Publisher,M,2009.0,70.0,0.0
3233,3DS,Simulation,Over 50 Under 150 Publisher,E,2011.0,56.0,0.0
3234,3DS,Action,Over 50 Under 150 Publisher,E10+,2012.0,73.0,0.0
3237,DS,Role-Playing,Nintendo,E10+,2008.0,81.0,0.0
3238,PS4,Shooter,Electronic Arts,E10+,2014.0,75.0,0.0
3239,Wii,Shooter,Nintendo,T,2009.0,91.0,0.0
3240,PS2,Shooter,Under 50 Games Publisher,T,2002.0,72.0,0.0
3242,PS3,Action,Over 50 Under 150 Publisher,E10+,2011.0,70.0,0.0
3243,PSP,Platform,Sony Computer Entertainment,E10+,2009.0,71.0,0.0
3244,GBA,Misc,Under 50 Games Publisher,E,2004.0,49.0,0.0
3245,PS2,Shooter,Namco Bandai Games,T,2003.0,81.0,0.0
3247,PS3,Shooter,Sega,M,2010.0,84.0,0.0
3249,PSV,Adventure,Under 50 Games Publisher,E,2013.0,87.0,0.0
3251,XB,Shooter,Electronic Arts,M,2005.0,90.0,0.0
3253,X360,Sports,Activision,E10+,2009.0,46.0,0.0
3254,PS3,Shooter,Take-Two Interactive,M,2014.0,77.0,0.0
3255,X360,Sports,Over 50 Under 150 Publisher,E,2008.0,70.0,0.0
3256,PS3,Role-Playing,Over 50 Under 150 Publisher,M,2009.0,70.0,0.0
3257,X360,Sports,Konami Digital Entertainment,E,2010.0,79.0,0.0
3258,X360,Sports,Under 50 Games Publisher,E,2009.0,64.0,0.0
3259,GBA,Role-Playing,Nintendo,E10+,2005.0,85.0,0.0
3260,PS3,Fighting,Namco Bandai Games,T,2011.0,58.0,0.0
3261,GBA,Sports,Electronic Arts,E,2002.0,76.0,0.0
3264,GBA,Action,Electronic Arts,E,2005.0,71.0,0.0
3266,GBA,Action,Atari,E,2004.0,62.0,0.0
3267,GC,Sports,Electronic Arts,E,2001.0,89.0,0.0
3268,GBA,Action,Activision,E,2001.0,84.0,0.0
3271,DS,Racing,Electronic Arts,E,2009.0,67.0,0.0
3272,PS2,Fighting,Atari,T,2003.0,75.0,0.0
3273,Wii,Misc,Namco Bandai Games,E10+,2010.0,59.0,0.0
3275,GBA,Sports,Activision,E,2003.0,86.0,0.0
3279,PS2,Platform,Sega,E10+,2005.0,45.0,0.0
3280,GC,Racing,Nintendo,E,2001.0,80.0,0.0
3281,PS3,Shooter,Sega,M,2013.0,43.0,0.0
3282,PS2,Fighting,Over 50 Under 150 Publisher,M,2003.0,51.0,0.0
3283,PS3,Shooter,Sega,M,2011.0,64.0,0.0
3284,XB,Fighting,Electronic Arts,T,2005.0,88.0,0.0
3286,PS3,Action,Over 50 Under 150 Publisher,M,2013.0,62.0,0.0
3288,XOne,Sports,Over 50 Under 150 Publisher,E10+,2014.0,60.0,0.0
3289,PS2,Sports,Take-Two Interactive,E,2007.0,72.0,0.0
3290,PS3,Action,Over 50 Under 150 Publisher,T,2013.0,68.0,0.0
3292,WiiU,Action,Over 50 Under 150 Publisher,E10+,2013.0,71.0,0.0
3293,PS2,Platform,Sony Computer Entertainment,E10+,2009.0,61.0,0.0
3294,X360,Shooter,Ubisoft,M,2009.0,77.0,0.0
3295,X360,Fighting,Ubisoft,T,2010.0,32.0,0.0
3296,PS2,Racing,Ubisoft,E,2001.0,63.0,0.0
3297,PS2,Action,THQ,M,2006.0,52.0,0.0
3299,PS2,Shooter,Over 50 Under 150 Publisher,M,2001.0,87.0,0.0
3302,PS2,Racing,Under 50 Games Publisher,E,2001.0,81.0,0.0
3303,X360,Racing,Over 50 Under 150 Publisher,E10+,2010.0,82.0,0.0
3304,DS,Action,Sega,E10+,2007.0,43.0,0.0
3308,Wii,Role-Playing,Over 50 Under 150 Publisher,T,2009.0,81.0,0.0
3313,Wii,Action,Capcom,T,2008.0,90.0,0.0
3315,PS4,Action,Over 50 Under 150 Publisher,E10+,2014.0,72.0,0.0
3317,PS4,Sports,Take-Two Interactive,T,2016.0,69.0,1.0
3318,WiiU,Misc,Ubisoft,E10+,2013.0,72.0,0.0
3322,PS4,Sports,Electronic Arts,E10+,2014.0,60.0,0.0
3323,PC,Strategy,Sega,T,2011.0,90.0,0.0
3324,PS2,Sports,Under 50 Games Publisher,E,2007.0,71.0,0.0
3328,DS,Simulation,Electronic Arts,E,2007.0,69.0,0.0
3330,PS2,Racing,THQ,E,2004.0,62.0,0.0
3335,X360,Misc,Electronic Arts,E,2008.0,56.0,0.0
3336,PS3,Sports,Activision,E10+,2009.0,44.0,0.0
3339,GC,Shooter,Electronic Arts,T,2002.0,80.0,0.0
3340,PC,Action,Electronic Arts,M,2008.0,86.0,0.0
3341,PS,Sports,Over 50 Under 150 Publisher,E,2000.0,70.0,0.0
3344,PS3,Sports,Electronic Arts,E10+,2010.0,88.0,0.0
3345,PS3,Action,Sega,M,2012.0,83.0,0.0
3347,PS2,Sports,Electronic Arts,E,2002.0,73.0,0.0
3348,XB,Sports,Electronic Arts,E,2004.0,90.0,0.0
3349,GC,Platform,Under 50 Games Publisher,E,2002.0,62.0,0.0
3353,XOne,Sports,Take-Two Interactive,T,2015.0,72.0,0.0
3356,PC,Action,Ubisoft,M,2011.0,88.0,0.0
3358,XB,Sports,Over 50 Under 150 Publisher,M,2003.0,73.0,0.0
3360,PS2,Action,Konami Digital Entertainment,M,2010.0,77.0,0.0
3362,X360,Racing,Activision,E10+,2010.0,82.0,0.0
3365,DS,Racing,Ubisoft,E,2004.0,60.0,0.0
3366,PS2,Platform,Capcom,E,2004.0,81.0,0.0
3367,PS3,Action,Konami Digital Entertainment,M,2014.0,66.0,0.0
3368,GBA,Simulation,Ubisoft,E,2003.0,81.0,0.0
3371,X360,Action,Ubisoft,T,2008.0,80.0,0.0
3373,DS,Misc,Nintendo,E,2009.0,82.0,0.0
3374,Wii,Action,Sega,T,2008.0,44.0,0.0
3375,PS3,Fighting,Sony Computer Entertainment,T,2010.0,48.0,0.0
3376,PS2,Action,Capcom,E,2003.0,58.0,0.0
3377,PC,Shooter,Over 50 Under 150 Publisher,M,2011.0,90.0,0.0
3379,PSP,Role-Playing,Over 50 Under 150 Publisher,E10+,2007.0,67.0,0.0
3381,X360,Fighting,Namco Bandai Games,T,2012.0,77.0,0.0
3385,PS2,Role-Playing,Over 50 Under 150 Publisher,E10+,2005.0,58.0,0.0
3386,X360,Action,Ubisoft,T,2008.0,55.0,0.0
3387,Wii,Action,Take-Two Interactive,E,2008.0,68.0,0.0
3388,X360,Misc,Over 50 Under 150 Publisher,E,2010.0,33.0,0.0
3389,PS2,Role-Playing,Electronic Arts,T,2004.0,73.0,0.0
3390,DS,Shooter,Activision,T,2010.0,74.0,0.0
3392,PS3,Sports,Electronic Arts,E,2008.0,81.0,0.0
3394,PS3,Sports,Sony Computer Entertainment,E,2011.0,90.0,0.0
3397,X360,Adventure,Over 50 Under 150 Publisher,E,2012.0,68.0,0.0
3399,WiiU,Platform,Activision,E10+,2013.0,89.0,0.0
3400,PS2,Action,Atari,T,2003.0,38.0,0.0
3401,Wii,Misc,Activision,T,2009.0,74.0,0.0
3402,X360,Action,Ubisoft,T,2009.0,73.0,0.0
3403,PS3,Adventure,Electronic Arts,M,2011.0,70.0,0.0
3404,3DS,Role-Playing,Under 50 Games Publisher,M,2013.0,83.0,0.0
3405,X360,Sports,Take-Two Interactive,E,2006.0,84.0,0.0
3409,PS3,Sports,Electronic Arts,E10+,2011.0,86.0,0.0
3410,PS2,Shooter,Under 50 Games Publisher,M,2000.0,77.0,0.0
3411,PS,Role-Playing,Namco Bandai Games,E,2000.0,42.0,0.0
3413,XB,Action,Ubisoft,M,2005.0,85.0,0.0
3418,PS3,Fighting,Namco Bandai Games,T,2013.0,71.0,0.0
3419,PS2,Shooter,Konami Digital Entertainment,T,2002.0,78.0,0.0
3422,DS,Role-Playing,Over 50 Under 150 Publisher,E10+,2009.0,71.0,0.0
3423,PS3,Platform,Ubisoft,E10+,2013.0,91.0,0.0
3425,PSV,Sports,Electronic Arts,E,2012.0,79.0,0.0
3426,PS,Action,Activision,M,2000.0,77.0,0.0
3427,GC,Sports,Activision,T,2002.0,91.0,0.0
3429,PS2,Action,Namco Bandai Games,T,2006.0,52.0,0.0
3430,PS2,Sports,Electronic Arts,E10+,2005.0,78.0,0.0
3431,PS,Role-Playing,Under 50 Games Publisher,M,1999.0,79.0,0.0
3433,Wii,Sports,Electronic Arts,E,2008.0,70.0,0.0
3437,Wii,Action,Over 50 Under 150 Publisher,E10+,2011.0,76.0,0.0
3439,XB,Shooter,Ubisoft,M,2005.0,85.0,0.0
3441,GBA,Sports,Activision,E,2002.0,85.0,0.0
3442,PSP,Racing,Under 50 Games Publisher,E,2005.0,63.0,0.0
3443,PS2,Role-Playing,Namco Bandai Games,T,2005.0,78.0,0.0
3444,X360,Shooter,Over 50 Under 150 Publisher,M,2013.0,75.0,0.0
3446,X360,Shooter,Over 50 Under 150 Publisher,T,2007.0,62.0,0.0
3447,GBA,Action,Over 50 Under 150 Publisher,E,2004.0,60.0,0.0
3448,PS3,Strategy,Take-Two Interactive,M,2012.0,89.0,0.0
3452,3DS,Action,Activision,E10+,2011.0,82.0,0.0
3454,PC,Simulation,Electronic Arts,T,2009.0,81.0,0.0
3455,GC,Sports,Electronic Arts,E,2005.0,86.0,0.0
3457,XOne,Shooter,Electronic Arts,M,2016.0,87.0,1.0
3458,PS3,Fighting,Under 50 Games Publisher,T,2009.0,87.0,0.0
3460,X360,Action,Sega,T,2008.0,45.0,0.0
3461,PS2,Fighting,Namco Bandai Games,T,2004.0,73.0,0.0
3464,PS3,Sports,Electronic Arts,E10+,2009.0,88.0,0.0
3466,PS3,Misc,Under 50 Games Publisher,T,2010.0,91.0,0.0
3467,XB,Shooter,Over 50 Under 150 Publisher,T,2001.0,71.0,0.0
3468,PS2,Action,Over 50 Under 150 Publisher,T,2005.0,57.0,0.0
3471,XOne,Sports,Take-Two Interactive,T,2014.0,56.0,0.0
3473,PS2,Sports,Electronic Arts,E,2006.0,77.0,0.0
3474,XB,Racing,Activision,T,2002.0,74.0,0.0
3476,X360,Shooter,Under 5 Games Publisher,M,2013.0,60.0,0.0
3477,PS3,Role-Playing,Over 50 Under 150 Publisher,T,2011.0,80.0,0.0
3479,XB,Platform,THQ,E,2003.0,70.0,0.0
3480,PS3,Shooter,Over 50 Under 150 Publisher,M,2012.0,67.0,0.0
3482,X360,Platform,Activision,T,2007.0,63.0,0.0
3483,PSP,Action,Konami Digital Entertainment,E,2011.0,74.0,0.0
3484,Wii,Shooter,Sega,T,2009.0,69.0,0.0
3485,Wii,Misc,Electronic Arts,E,2009.0,67.0,0.0
3486,WiiU,Misc,Ubisoft,E10+,2015.0,73.0,0.0
3487,X360,Action,Over 50 Under 150 Publisher,E10+,2011.0,66.0,0.0
3488,XB,Racing,Over 50 Under 150 Publisher,E,2002.0,87.0,0.0
3489,PS2,Action,Capcom,M,2004.0,58.0,0.0
3490,PS3,Action,Take-Two Interactive,E,2008.0,75.0,0.0
3492,PS2,Shooter,Ubisoft,M,2003.0,73.0,0.0
3493,PSP,Action,Over 50 Under 150 Publisher,T,2007.0,78.0,0.0
3495,3DS,Role-Playing,Under 5 Games Publisher,E10+,2012.0,78.0,0.0
3496,PS3,Role-Playing,Under 50 Games Publisher,E10+,2009.0,77.0,0.0
3497,Wii,Action,THQ,E10+,2009.0,62.0,0.0
3498,PS,Role-Playing,Capcom,T,2000.0,83.0,0.0
3500,GC,Action,Activision,M,2003.0,77.0,0.0
3501,PS2,Role-Playing,Over 50 Under 150 Publisher,T,2007.0,83.0,0.0
3506,PC,Shooter,Electronic Arts,M,2014.0,86.0,0.0
3507,PS2,Sports,Electronic Arts,E10+,2006.0,66.0,0.0
3508,GBA,Action,Electronic Arts,T,2003.0,77.0,0.0
3509,PS2,Sports,Over 50 Under 150 Publisher,E,2001.0,78.0,0.0
3510,Wii,Platform,Over 50 Under 150 Publisher,E10+,2008.0,64.0,0.0
3511,GBA,Puzzle,Nintendo,E,2004.0,66.0,0.0
3512,XB,Simulation,Electronic Arts,T,2003.0,81.0,0.0
3513,PS2,Sports,Electronic Arts,E,2007.0,63.0,0.0
3514,PS,Platform,Sony Computer Entertainment,E,2001.0,65.0,0.0
3515,X360,Shooter,THQ,M,2011.0,76.0,0.0
3517,X360,Action,Take-Two Interactive,E,2008.0,78.0,0.0
3519,PS2,Sports,Activision,T,2004.0,55.0,0.0
3520,X360,Misc,Over 50 Under 150 Publisher,E10+,2009.0,71.0,0.0
3521,PS2,Fighting,Electronic Arts,T,2001.0,81.0,0.0
3524,XB,Shooter,Electronic Arts,T,2005.0,80.0,0.0
3525,PS3,Action,Ubisoft,T,2009.0,74.0,0.0
3526,PS2,Sports,Over 50 Under 150 Publisher,E,2001.0,77.0,0.0
3530,GC,Racing,Electronic Arts,T,2005.0,80.0,0.0
3532,Wii,Adventure,Over 50 Under 150 Publisher,E10+,2008.0,50.0,0.0
3533,XB,Fighting,THQ,T,2003.0,68.0,0.0
3536,PS2,Action,Take-Two Interactive,M,2007.0,67.0,0.0
3537,PS2,Role-Playing,Over 50 Under 150 Publisher,T,2003.0,56.0,0.0
3538,PSP,Sports,Activision,T,2006.0,68.0,0.0
3540,PS2,Action,Electronic Arts,T,2005.0,64.0,0.0
3543,X360,Sports,Activision,T,2007.0,72.0,0.0
3544,PS2,Misc,Over 50 Under 150 Publisher,E,2003.0,56.0,0.0
3545,GBA,Misc,Under 50 Games Publisher,E,2002.0,47.0,0.0
3546,X360,Shooter,Activision,M,2009.0,72.0,0.0
3548,XB,Platform,Over 50 Under 150 Publisher,E,2002.0,71.0,0.0
3549,PS2,Sports,Sega,E,2003.0,91.0,0.0
3551,XB,Sports,Take-Two Interactive,E,2005.0,81.0,0.0
3552,Wii,Puzzle,Nintendo,E,2010.0,72.0,0.0
3554,PSV,Action,Sony Computer Entertainment,T,2012.0,83.0,0.0
3555,XOne,Action,Over 50 Under 150 Publisher,M,2016.0,77.0,0.0
3556,PSP,Puzzle,Under 50 Games Publisher,E,2005.0,75.0,0.0
3557,X360,Action,Ubisoft,E10+,2007.0,58.0,0.0
3559,PS2,Shooter,Over 50 Under 150 Publisher,M,2001.0,59.0,0.0
3561,PSP,Role-Playing,Over 50 Under 150 Publisher,E10+,2011.0,77.0,0.0
3562,X360,Shooter,THQ,T,2008.0,75.0,0.0
3563,PS2,Racing,THQ,E,2001.0,76.0,0.0
3564,XB,Sports,Electronic Arts,E,2006.0,88.0,0.0
3565,PS,Role-Playing,Under 5 Games Publisher,T,1998.0,78.0,0.0
3566,DS,Simulation,Under 5 Games Publisher,E,2010.0,68.0,0.0
3567,Wii,Action,Over 50 Under 150 Publisher,M,2007.0,83.0,0.0
3569,PS3,Action,Sony Computer Entertainment,M,2011.0,84.0,0.0
3570,Wii,Platform,Take-Two Interactive,E,2008.0,47.0,0.0
3571,PS2,Action,Over 50 Under 150 Publisher,M,2001.0,80.0,0.0
3572,PS2,Action,Konami Digital Entertainment,M,2005.0,94.0,0.0
3574,PS3,Action,Namco Bandai Games,T,2010.0,80.0,0.0
3576,XB,Fighting,THQ,T,2002.0,68.0,0.0
3579,XOne,Misc,Activision,T,2015.0,81.0,0.0
3585,PS2,Action,Sony Computer Entertainment,M,2001.0,67.0,0.0
3586,PS2,Adventure,Ubisoft,T,2001.0,68.0,0.0
3590,PSV,Sports,Sony Computer Entertainment,E,2011.0,76.0,0.0
3591,XB,Sports,Activision,T,2002.0,93.0,0.0
3592,GBA,Platform,Capcom,E,2002.0,82.0,0.0
3594,PS4,Action,Capcom,M,2015.0,75.0,0.0
3597,PS3,Sports,Take-Two Interactive,E,2007.0,81.0,0.0
3598,Wii,Platform,Ubisoft,E10+,2011.0,92.0,0.0
3601,PC,Action,Ubisoft,M,2014.0,70.0,0.0
3602,X360,Racing,THQ,E,2011.0,63.0,0.0
3604,XB,Platform,Activision,E,2004.0,72.0,0.0
3605,DS,Simulation,THQ,E,2007.0,67.0,0.0
3606,PC,Action,Ubisoft,M,2010.0,86.0,0.0
3611,GBA,Platform,THQ,E,2003.0,79.0,0.0
3613,X360,Misc,Over 50 Under 150 Publisher,T,2009.0,70.0,0.0
3616,XB,Shooter,Over 50 Under 150 Publisher,M,2002.0,68.0,0.0
3618,PS2,Racing,Sony Computer Entertainment,T,2005.0,76.0,0.0
3620,PS2,Misc,Over 50 Under 150 Publisher,E,2003.0,41.0,0.0
3623,XB,Shooter,Take-Two Interactive,M,2004.0,74.0,0.0
3624,DS,Puzzle,Over 50 Under 150 Publisher,E,2008.0,67.0,0.0
3625,DS,Simulation,THQ,E,2008.0,82.0,0.0
3628,PS3,Platform,Under 50 Games Publisher,E10+,2013.0,75.0,0.0
3629,PS2,Action,Sega,T,2008.0,47.0,0.0
3631,PS3,Shooter,Take-Two Interactive,M,2012.0,77.0,0.0
3632,XB,Platform,THQ,E,2004.0,74.0,0.0
3633,PS3,Sports,Electronic Arts,E10+,2013.0,80.0,0.0
3634,PS3,Racing,Over 50 Under 150 Publisher,E,2013.0,77.0,0.0
3637,PS3,Fighting,THQ,T,2009.0,70.0,0.0
3639,X360,Sports,Electronic Arts,E,2007.0,80.0,0.0
3641,XB,Simulation,Konami Digital Entertainment,E,2003.0,82.0,0.0
3642,PS2,Racing,Over 50 Under 150 Publisher,E10+,2005.0,66.0,0.0
3643,PS2,Strategy,Over 50 Under 150 Publisher,T,2003.0,75.0,0.0
3645,PSV,Platform,Ubisoft,E10+,2012.0,88.0,0.0
3647,PS3,Shooter,Over 50 Under 150 Publisher,M,2007.0,72.0,0.0
3648,X360,Action,Namco Bandai Games,T,2010.0,82.0,0.0
3650,PSP,Fighting,Atari,T,2006.0,70.0,0.0
3651,PS3,Sports,Electronic Arts,E,2012.0,75.0,0.0
3652,PS3,Action,Over 50 Under 150 Publisher,T,2010.0,58.0,0.0
3659,Wii,Sports,Electronic Arts,E,2010.0,84.0,0.0
3660,PS3,Sports,Electronic Arts,E,2009.0,81.0,0.0
3661,X360,Shooter,THQ,M,2010.0,77.0,0.0
3663,GC,Action,Nintendo,T,2005.0,85.0,0.0
3665,DS,Adventure,Nintendo,T,2007.0,78.0,0.0
3666,3DS,Role-Playing,Over 50 Under 150 Publisher,E10+,2014.0,69.0,0.0
3669,GC,Sports,Electronic Arts,E,2001.0,87.0,0.0
3670,XB,Shooter,Activision,T,2004.0,74.0,0.0
3672,PS2,Sports,Sega,E,2003.0,89.0,0.0
3673,X360,Fighting,Namco Bandai Games,T,2011.0,55.0,0.0
3674,X360,Role-Playing,Over 50 Under 150 Publisher,M,2009.0,71.0,0.0
3675,X360,Role-Playing,Under 50 Games Publisher,M,2011.0,67.0,0.0
3676,PS2,Platform,Activision,E10+,2006.0,58.0,0.0
3677,PS,Sports,Activision,E,2001.0,80.0,0.0
3678,DS,Action,Over 50 Under 150 Publisher,E,2011.0,47.0,0.0
3681,X360,Sports,Electronic Arts,E10+,2013.0,81.0,0.0
3684,PS2,Platform,Over 50 Under 150 Publisher,E,2003.0,59.0,0.0
3685,PS2,Fighting,Sony Computer Entertainment,T,2003.0,80.0,0.0
3686,Wii,Action,Electronic Arts,T,2010.0,41.0,0.0
3687,PS2,Action,Over 50 Under 150 Publisher,T,2005.0,83.0,0.0
3688,PS3,Shooter,Namco Bandai Games,T,2010.0,58.0,0.0
3689,Wii,Sports,Ubisoft,E,2008.0,46.0,0.0
3691,PS2,Shooter,Namco Bandai Games,T,2001.0,81.0,0.0
3694,PS2,Sports,Electronic Arts,E,2005.0,78.0,0.0
3695,WiiU,Action,Over 50 Under 150 Publisher,E10+,2015.0,62.0,0.0
3696,PSP,Role-Playing,Sega,T,2010.0,83.0,0.0
3699,Wii,Fighting,Capcom,T,2010.0,85.0,0.0
3700,DS,Role-Playing,Over 50 Under 150 Publisher,E,2006.0,78.0,0.0
3701,PS2,Action,Over 50 Under 150 Publisher,M,2003.0,75.0,0.0
3703,PS2,Sports,Electronic Arts,E,2004.0,78.0,0.0
3704,PS,Racing,Electronic Arts,T,2000.0,51.0,0.0
3705,PSP,Role-Playing,Over 50 Under 150 Publisher,T,2010.0,87.0,0.0
3706,PS2,Shooter,Under 50 Games Publisher,M,2004.0,58.0,0.0
